date,series,preprocessing.y,preprocessing.y_f,preprocessing.y_ef,preprocessing.yc,preprocessing.yc_f,preprocessing.yc_ef,preprocessing.l,preprocessing.y_lin,preprocessing.y_lin_f,preprocessing.ycal,preprocessing.ycal_f,preprocessing.det,preprocessing.det_f,preprocessing.l_f,preprocessing.l_b,preprocessing.cal,preprocessing.cal_f,preprocessing.tde,preprocessing.tde_f,preprocessing.mhe,preprocessing.mhe_f,preprocessing.ee,preprocessing.ee_f,preprocessing.omhe,preprocessing.omhe_f,preprocessing.out,preprocessing.out_f,preprocessing.out_i,preprocessing.out_i_f,preprocessing.out_t,preprocessing.out_t_f,preprocessing.out_s,preprocessing.out_s_f,preprocessing.reg,preprocessing.reg_f,preprocessing.reg_t,preprocessing.reg_t_f,preprocessing.reg_s,preprocessing.reg_s_f,preprocessing.reg_i,preprocessing.reg_i_f,preprocessing.reg_sa,preprocessing.reg_sa_f,preprocessing.reg_y,preprocessing.reg_y_f,preprocessing.reg_u,preprocessing.reg_u_f,preprocessing.fullresiduals,preprocessing.fcasts(-2),preprocessing.bcasts(-2),preprocessing.lin_fcasts(-2),preprocessing.lin_bcasts(-2),preprocessing.efcasts(-2),decomposition.y_cmp,decomposition.y_cmp_f,decomposition.t_cmp,decomposition.t_cmp_f,decomposition.sa_cmp,decomposition.s_cmp,decomposition.s_cmp_f,decomposition.i_cmp,decomposition.a-tables.a1,decomposition.a-tables.a1a,decomposition.a-tables.a6,decomposition.a-tables.a7,decomposition.a-tables.a8t,decomposition.a-tables.a8s,decomposition.a-tables.a8i,decomposition.a-tables.a8,decomposition.a-tables.a9,decomposition.a-tables.a9sa,decomposition.a-tables.a9u,decomposition.a-tables.a9ser,decomposition.b-tables.b1,decomposition.b-tables.b2,decomposition.b-tables.b3,decomposition.b-tables.b4,decomposition.b-tables.b5,decomposition.b-tables.b6,decomposition.b-tables.b7,decomposition.b-tables.b8,decomposition.b-tables.b9,decomposition.b-tables.b10,decomposition.b-tables.b11,decomposition.b-tables.b13,decomposition.b-tables.b17,decomposition.b-tables.b20,decomposition.d-tables.d1,decomposition.d-tables.d2,decomposition.d-tables.d4,decomposition.d-tables.d5,decomposition.d-tables.d6,decomposition.d-tables.d7,decomposition.d-tables.d8,decomposition.d-tables.d9,decomposition.d-tables.d10_lin,decomposition.d-tables.d11_lin,decomposition.d-tables.d12_lin,decomposition.d-tables.d13_lin,decomposition.d-tables.d10,decomposition.d-tables.d11,decomposition.d-tables.d12,decomposition.d-tables.d13,decomposition.d-tables.d16,decomposition.d-tables.d18,decomposition.d-tables.d10a,decomposition.d-tables.d10a_lin,decomposition.d-tables.d11a,decomposition.d-tables.d11a_lin,decomposition.d-tables.d12a,decomposition.d-tables.d12a_lin,decomposition.d-tables.d16a,decomposition.c-tables.c1,decomposition.c-tables.c2,decomposition.c-tables.c4,decomposition.c-tables.c5,decomposition.c-tables.c6,decomposition.c-tables.c7,decomposition.c-tables.c9,decomposition.c-tables.c10,decomposition.c-tables.c11,decomposition.c-tables.c13,decomposition.c-tables.c17,decomposition.c-tables.c20,decomposition.e-tables.e1,decomposition.e-tables.e2,decomposition.e-tables.e3,decomposition.e-tables.e11,final.y,final.y_f,final.t,final.t_f,final.sa,final.sa_f,final.s,final.s_f,final.i,final.i_f
2015-12-01,124.75,124.75,,,124.75,,,124.75,124.75,,124.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,124.75,,124.7499466180545,,124.74957347698208,0.00042652301792066956,,-0.0003731410724157058,124.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.75,124.74999999999999,1.4210854715202004e-14,,5.361966015226681e-15,124.75,124.74999999999997,2.842170943040401e-14,,-4.908321694456208e-05,124.75004908321695,4.9083216978829114e-05,1.0,0.0,124.75,124.74980132248066,0.00019867751933588806,0.00013863851628715456,124.74986136148371,124.74949907007792,0.0005009299220830599,,0.00042652301792066956,124.74957347698208,124.7499466180545,-0.0003731410724157058,0.00042652301792066956,124.74957347698208,124.7499466180545,-0.0003731410724157058,0.0004265230179214541,7.84528692010511e-16,,,,,,,,124.75,124.74999999999999,1.4210854715202004e-14,1.2355711150690706e-05,124.74998764428885,124.74998873125719,1.1268742809988908e-05,0.0003202469094357341,124.74967975309056,-0.0003089781666290037,1.0,0.0,124.75,124.74957347698208,-0.0003731410724157058,124.74957347698208,124.75,,124.7499466180545,,124.74957347698208,,0.00042652301792066956,,-0.0003731410724157058,
2016-01-01,123.0,123.0,,,123.0,,,123.0,123.0,,123.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,123.0,,125.0002689392835,,125.0026845041279,-2.0026845041279007,,0.002415564844397977,123.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,125.0,-2.0,,-2.000000000000006,125.0,124.99999999999997,-1.9999999999999716,-1.999999999999993,-2.0000490832169406,125.00004908321694,4.908321696461826e-05,1.0,0.0,122.9976158697682,124.99980132248068,-2.0021854527124816,-2.000898355934615,124.9985142257028,124.999418466298,-1.9994184662979961,-2.0018025965297994,-2.0026845041279007,125.0026845041279,125.0002689392835,0.002415564844397977,-2.0026845041279007,125.0026845041279,125.0002689392835,0.002415564844397977,-2.002684504127899,1.7763568394002505e-15,,,,,,,,123.0,125.0,-2.0,-1.9999876442888609,124.99998764428886,124.99999066581204,-1.9999906658120352,-2.0023747960438447,125.00237479604384,0.002384130231803283,0.0,0.002384130231803283,122.9975844351556,125.0002689392835,0.0,125.0026845041279,123.0,,125.0002689392835,,125.0026845041279,,-2.0026845041279007,,0.002415564844397977,
2016-02-01,127.25,127.25,,,127.25,,,127.25,127.25,,127.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,127.25,,125.25035174067163,,125.25102405522152,1.9989759447784734,,0.0006723145498881422,127.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.25,125.25,2.0,,1.9999999999999942,125.25,125.25,2.0,,1.9999150926670022,125.250084907333,8.490733300448028e-05,1.0,0.0,127.25,125.24980132248068,2.0001986775193217,2.000129560914063,125.24987043908594,125.24950803338139,2.000491966618611,,1.9989759447784734,125.25102405522152,125.25035174067163,0.0006723145498881422,1.9989759447784734,125.25102405522152,125.25035174067163,0.0006723145498881422,1.9989759447784792,5.773159728050814e-15,,,,,,,,127.25,125.25,2.0,2.000008534269373,125.24999146573063,125.2499901542436,2.000009845756395,1.9989466380035457,125.25105336199645,0.0010632077528498485,1.0,0.0,127.25,125.25102405522152,0.0006723145498881422,125.25102405522152,127.25,,125.25035174067163,,125.25102405522152,,1.9989759447784734,,0.0006723145498881422,
2016-03-01,130.5,130.5,,,130.5,,,130.5,130.5,,130.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,130.5,,125.50011384252403,,125.50008131743749,4.999918682562512,,-3.25250865387261e-05,130.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5,125.5,5.0,,4.999999999999994,125.5,125.49999999999999,5.000000000000014,,5.000365488986386,125.49963451101361,-0.00036548898637533966,1.0,0.0,130.5,125.49980132248066,5.000198677519336,5.000130577352852,125.49986942264715,125.49969094152007,5.000309058479928,,4.999918682562512,125.50008131743749,125.50011384252403,-3.25250865387261e-05,4.999918682562512,125.50008131743749,125.50011384252403,-3.25250865387261e-05,4.999918682562509,-3.552713678800501e-15,,,,,,,,130.5,125.5,5.0,5.000009724815285,125.49999027518471,125.49998263987926,5.0000173601207365,5.000091930987854,125.49990806901215,-7.45708671132661e-05,1.0,0.0,130.5,125.50008131743749,-3.25250865387261e-05,125.50008131743749,130.5,,125.50011384252403,,125.50008131743749,,4.999918682562512,,-3.25250865387261e-05,
2016-04-01,128.75,128.75,,,128.75,,,128.75,128.75,,128.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,128.75,,125.74972680712393,,125.7493291935357,3.0006708064642966,,-0.0003976135882339804,128.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.75,125.74999999999999,3.000000000000014,,2.9999999999999996,125.75,125.74999999999999,3.000000000000014,,3.000161167299065,125.74983883270093,-0.00016116729905490956,1.0,0.0,128.75,125.74980132248068,3.0001986775193217,3.000133071627722,125.74986692837228,125.7498715256777,3.0001284743222953,,3.0006708064642966,125.7493291935357,125.74972680712393,-0.0003976135882339804,3.0006708064642966,125.7493291935357,125.74972680712393,-0.0003976135882339804,3.0006708064642993,2.6645352591003757e-15,,,,,,,,128.75,125.74999999999999,3.000000000000014,3.0000105021028074,125.74998949789719,125.7499891294925,3.000010870507495,3.000604079958188,125.7493959200418,-0.0005932094506988506,1.0,0.0,128.75,125.7493291935357,-0.0003976135882339804,125.7493291935357,128.75,,125.74972680712393,,125.7493291935357,,3.0006708064642966,,-0.0003976135882339804,
2016-05-01,126.0,126.0,,,126.0,,,126.0,126.0,,126.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,126.0,,125.99947450959435,,125.99934846905872,0.0006515309412865896,,-0.00012604053563336493,126.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,125.99999999999999,1.4210854715202004e-14,,7.195889974422279e-17,126.0,125.99999999999997,2.842170943040401e-14,,-4.908321692941679e-05,126.00004908321694,4.908321696461826e-05,1.0,0.0,126.0,125.99980132248066,0.00019867751933588806,0.0001355659026017259,125.9998644340974,125.99996808110852,3.1918891480131606e-05,,0.0006515309412865896,125.99934846905872,125.99947450959435,-0.00012604053563336493,0.0006515309412865896,125.99934846905872,125.99947450959435,-0.00012604053563336493,0.0006515309412833403,-3.2492454907218082e-15,,,,,,,,126.0,125.99999999999999,1.4210854715202004e-14,1.0654539871218577e-05,125.99998934546012,126.00001267710572,-1.2677105715397374e-05,0.0005633692479574052,125.99943663075204,-0.0005760463536716998,1.0,0.0,126.0,125.99934846905872,-0.00012604053563336493,125.99934846905872,126.0,,125.99947450959435,,125.99934846905872,,0.0006515309412865896,,-0.00012604053563336493,
2016-06-01,123.25,123.25,,,123.25,,,123.25,123.25,,123.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,123.25,,126.24950857527439,,126.24962679027958,-2.9996267902795757,,0.00011821500518749417,123.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.25,126.24999999999997,-2.9999999999999716,,-2.9999999999999774,126.24999999999997,126.24999999999997,-2.9999999999999716,,-3.0000490832169313,126.25004908321694,4.908321696461826e-05,1.0,0.0,123.25,126.24980132248065,-2.99980132248065,-2.9998619398225124,126.24986193982251,126.24999015058464,-2.9999901505846367,,-2.9996267902795757,126.24962679027958,126.24950857527439,0.00011821500518749417,-2.9996267902795757,126.24962679027958,126.24950857527439,0.00011821500518749417,-2.999626790279578,-2.220446049250313e-15,,,,,,,,123.25,126.24999999999997,-2.9999999999999716,-2.999989345460106,126.24998934546011,126.25003608879155,-3.0000360887915463,-2.999685451529965,126.24968545152997,-0.0003506372615760256,1.0,0.0,123.25,126.24962679027958,0.00011821500518749417,126.24962679027958,123.25,,126.24950857527439,,126.24962679027958,,-2.9996267902795757,,0.00011821500518749417,
2016-07-01,121.5,121.5,,,121.5,,,121.5,121.5,,121.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,121.5,,126.49969430422715,,126.49976506700682,-4.999765067006813,,7.076277967144051e-05,121.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.5,126.49999999999999,-4.999999999999986,,-4.9999999999999964,126.5,126.5,-5.0,,-5.000049083216936,126.50004908321694,4.908321693619655e-05,1.0,0.0,121.5,126.49989394374933,-4.999893943749328,-5.00029737891669,126.50029737891668,126.50004102738245,-5.000041027382451,,-4.999765067006813,126.49976506700682,126.49969430422715,7.076277967144051e-05,-4.999765067006813,126.49976506700682,126.49969430422715,7.076277967144051e-05,-4.99976506700682,-7.105427357601002e-15,,,,,,,,121.5,126.49999999999999,-4.999999999999986,-5.000173605223519,126.50017360522352,126.5000409427066,-5.000040942706605,-4.999777395403979,126.49977739540398,-0.00026354730262312387,1.0,0.0,121.5,126.49976506700682,7.076277967144051e-05,126.49976506700682,121.5,,126.49969430422715,,126.49976506700682,,-4.999765067006813,,7.076277967144051e-05,
2016-08-01,122.75,122.75,,,122.75,,,122.75,122.75,,122.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,122.75,,126.74980827584432,,126.74982558615008,-3.999825586150077,,1.7310305764794975e-05,122.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.75,126.75,-4.0,,-4.000000000000005,126.75,126.74999999999999,-3.999999999999986,,-4.000049680285527,126.75004968028553,4.968028554230841e-05,1.0,0.0,122.75,126.74998656501799,-3.9999865650179913,-3.999978882985551,126.74997888298554,126.75003408173072,-4.000034081730718,,-3.999825586150077,126.74982558615008,126.74980827584432,1.7310305764794975e-05,-3.999825586150077,126.74982558615008,126.74980827584432,1.7310305764794975e-05,-3.999825586150081,-3.9968028886505635e-15,,,,,,,,122.75,126.75,-4.0,-3.9999655862509407,126.74996558625094,126.75002283343349,-4.000022833433491,-3.9998232754958223,126.74982327549583,-0.00019955793766257557,1.0,0.0,122.75,126.74982558615008,1.7310305764794975e-05,126.74982558615008,122.75,,126.74980827584432,,126.74982558615008,,-3.999825586150077,,1.7310305764794975e-05,
2016-09-01,126.0,126.0,,,126.0,,,126.0,126.0,,126.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,126.0,,126.99974064660057,,126.999819117091,-0.9998191170909918,,7.847049042197796e-05,126.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.99999999999999,-0.9999999999999858,,-0.9999999999999963,127.0,126.99999999999999,-0.9999999999999858,,-1.0000433678174232,127.00004336781743,4.3367817440298495e-05,1.0,0.0,126.0,126.99998656501798,-0.9999865650179771,-0.9999143195948812,126.99991431959488,126.99995725429599,-0.9999572542959925,,-0.9998191170909918,126.999819117091,126.99974064660057,7.847049042197796e-05,-0.9998191170909918,126.999819117091,126.99974064660057,7.847049042197796e-05,-0.9998191170909934,-1.5543122344752192e-15,,,,,,,,126.0,126.99999999999999,-0.9999999999999858,-0.9999631017410424,126.99996310174105,126.99999426590306,-0.9999942659030552,-0.9998223855336509,126.99982238553365,-0.00017188036940751772,1.0,0.0,126.0,126.999819117091,7.847049042197796e-05,126.999819117091,126.0,,126.99974064660057,,126.999819117091,,-0.9998191170909918,,7.847049042197796e-05,
2016-10-01,128.25,128.25,,,128.25,,,128.25,128.25,,128.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,128.25,,127.24972625123326,,127.24977147179153,1.0002285282084664,,4.522055827749227e-05,128.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.25,127.25,1.0,,0.9999999999999946,127.25,127.24999999999999,1.0000000000000142,,0.9999670458945618,127.25003295410544,3.2954105449789495e-05,1.0,0.0,128.25,127.24998656501799,1.0000134349820087,1.0000881746799843,127.24991182532001,127.24991184926196,1.000088150738037,,1.0002285282084664,127.24977147179153,127.24972625123326,4.522055827749227e-05,1.0002285282084664,127.24977147179153,127.24972625123326,4.522055827749227e-05,1.000228528208467,6.661338147750939e-16,,,,,,,,128.25,127.25,1.0,1.0000170568965274,127.24998294310348,127.24997521849417,1.0000247815058287,1.000192932509925,127.24980706749008,-0.0001681510040896228,1.0,0.0,128.25,127.24977147179153,4.522055827749227e-05,127.24977147179153,128.25,,127.24972625123326,,127.24977147179153,,1.0002285282084664,,4.522055827749227e-05,
2016-11-01,131.5,131.5,,,131.5,,,131.5,131.5,,131.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,131.5,,127.49994371345262,,127.4997269061379,4.000273093862106,,-0.00021680731472883963,131.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.5,127.5,4.0,,3.9999999999999947,127.5,127.5,4.0,,3.9999705500698233,127.50002944993018,2.9449930181613126e-05,1.0,0.0,131.5,127.49998656501799,4.000013434982009,4.000090668954858,127.49990933104515,127.49995456226075,4.000045437739246,,4.000273093862106,127.4997269061379,127.49994371345262,-0.00021680731472883963,4.000273093862106,127.4997269061379,127.49994371345262,-0.00021680731472883963,4.000273093862106,0.0,,,,,,,,131.5,127.5,4.0,4.0000106545398655,127.49998934546014,127.49997741345297,4.000022586547033,4.000200459210081,127.49979954078992,-0.0001778726630448091,1.0,0.0,131.5,127.4997269061379,-0.00021680731472883963,127.4997269061379,131.5,,127.49994371345262,,127.4997269061379,,4.000273093862106,,-0.00021680731472883963,
2016-12-01,127.75,127.75,,,127.75,,,127.75,127.75,,127.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,127.75,,127.75032569352435,,127.74971242303404,0.0002875769659582694,,-0.00061327049030524,127.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.75,127.74999999999999,1.4210854715202004e-14,,3.785038126546134e-15,127.75,127.75,0.0,,-2.944993016813132e-05,127.75002944993017,2.9449930167402272e-05,1.0,0.0,127.75,127.74998656501799,1.3434982008675433e-05,9.316322973681703e-05,127.74990683677026,127.75004590816481,-4.5908164807428875e-05,,0.0002875769659582694,127.74971242303404,127.75032569352435,-0.00061327049030524,0.0002875769659582694,127.74971242303404,127.75032569352435,-0.00061327049030524,0.0002875769659596017,1.3322676295501878e-15,,,,,,,,127.75,127.74999999999999,1.4210854715202004e-14,1.0654539874931656e-05,127.74998934546012,127.74999163209164,8.36790836444834e-06,0.0001945699647006786,127.7498054300353,-0.00018620205634078957,1.0,0.0,127.75,127.74971242303404,-0.00061327049030524,127.74971242303404,127.75,,127.75032569352435,,127.74971242303404,,0.0002875769659582694,,-0.00061327049030524,
2017-01-01,126.0,126.0,,,126.0,,,126.0,126.0,,126.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,126.0,,128.00061028467377,,128.00175535743736,-2.0017553574373714,,0.0011450727635917701,126.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,128.0,-2.0,,-2.0000000000000053,128.0,127.99999999999999,-1.9999999999999858,-1.999999999999993,-2.0000294499301643,128.00002944993017,2.9449930181613126e-05,1.0,0.0,125.99983878021597,127.99998656501799,-2.0001477848020244,-2.0005917644042333,128.0004305446202,128.0000855885258,-2.000085588525797,-2.000246808309825,-2.0017553574373714,128.00175535743736,128.00061028467377,0.0011450727635917701,-2.0017553574373714,128.00175535743736,128.00061028467377,0.0011450727635917701,-2.0017553574373608,1.0658141036401503e-14,,,,,,,,126.0,128.0,-2.0,-1.9999937325973574,127.99999373259736,127.99999464009709,-1.9999946400970856,-2.0014234799318054,128.00142347993182,0.001428839834730411,0.8871673506647643,0.00016121978402835265,126.0,128.00175535743736,0.0011450727635917701,128.00175535743736,126.0,,128.00061028467377,,128.00175535743736,,-2.0017553574373714,,0.0011450727635917701,
2017-02-01,130.25,130.25,,,130.25,,,130.25,130.25,,130.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,130.25,,128.25057015502497,,128.25059206658565,1.9994079334143324,,2.191156067965494e-05,130.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.25,128.25,2.0,,1.9999999999999951,128.25,128.25,2.0,,1.9999490556001973,128.2500509443998,5.094439978847731e-05,1.0,0.0,130.25,128.249986565018,2.0000134349820087,2.000077530062698,128.2499224699373,128.25005629180362,1.9999437081963833,,1.9994079334143324,128.25059206658565,128.25057015502497,2.191156067965494e-05,1.9994079334143324,128.25059206658565,128.25057015502497,2.191156067965494e-05,1.9994079334143464,1.3988810110276972e-14,,,,,,,,130.25,128.25,2.0,2.000002445960876,128.2499975540391,128.24999579579435,2.000004204205652,1.9993685300910375,128.25063146990897,0.000635674114619178,1.0,0.0,130.25,128.25059206658565,2.191156067965494e-05,128.25059206658565,130.25,,128.25057015502497,,128.25059206658565,,1.9994079334143324,,2.191156067965494e-05,
2017-03-01,133.5,133.5,,,133.5,,,133.5,133.5,,133.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,133.5,,128.5002177188682,,128.50002836314795,4.999971636852055,,-0.00018935572026634873,133.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.5,128.5,5.0,,4.999999999999996,128.5,128.5,5.0,,5.000219293391831,128.49978070660816,-0.00021929339183657248,1.0,0.0,133.5,128.499986565018,5.000013434982009,5.000078670899468,128.49992132910054,128.49997329815253,5.000026701847474,,4.999971636852055,128.50002836314795,128.5002177188682,-0.00018935572026634873,4.999971636852055,128.50002836314795,128.5002177188682,-0.00018935572026634873,4.999971636852052,-2.6645352591003757e-15,,,,,,,,133.5,128.5,5.0,5.000003636506787,128.4999963634932,128.4999932380421,5.000006761957906,5.000056101909651,128.49994389809035,-4.933995174383199e-05,1.0,0.0,133.5,128.50002836314795,-0.00018935572026634873,128.50002836314795,133.5,,128.5002177188682,,128.50002836314795,,4.999971636852055,,-0.00018935572026634873,
2017-04-01,131.75,131.75,,,131.75,,,131.75,131.75,,131.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,131.75,,128.74980352793986,,128.7495798228221,3.0004201771778733,,-0.00022370511774738588,131.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.75,128.75,3.0,,2.999999999999999,128.75,128.75,3.0,,3.0000967003794403,128.74990329962057,-9.670037943010357e-05,1.0,0.0,131.75,128.749986565018,3.0000134349820087,3.00008128957232,128.7499187104277,128.74990877170274,3.000091228297265,,3.0004201771778733,128.7495798228221,128.74980352793986,-0.00022370511774738588,3.0004201771778733,128.7495798228221,128.74980352793986,-0.00022370511774738588,3.0004201771778867,1.3322676295501878e-14,,,,,,,,131.75,128.75,3.0,3.000004413794309,128.7499955862057,128.74999588305204,3.000004116947963,3.0003629518306303,128.74963704816938,-0.00035883488266108543,1.0,0.0,131.75,128.7495798228221,-0.00022370511774738588,128.7495798228221,131.75,,128.74980352793986,,128.7495798228221,,3.0004201771778733,,-0.00022370511774738588,
2017-05-01,129.0,129.0,,,129.0,,,129.0,129.0,,129.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,129.0,,128.99961333651305,,128.9995957771127,0.0004042228873234318,,-1.755940036218817e-05,129.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,129.0,0.0,,-9.231298852901767e-16,129.0,128.99999999999997,2.842170943040401e-14,,-2.944993015365401e-05,129.00002944993017,2.944993019582398e-05,1.0,0.0,129.0,128.999986565018,1.3434982008675433e-05,8.390824517986697e-05,128.9999160917548,128.99991680604523,8.319395476519276e-05,,0.0004042228873234318,128.9995957771127,128.99961333651305,-1.755940036218817e-05,0.0004042228873234318,128.9995957771127,128.99961333651305,-1.755940036218817e-05,0.00040422288731178924,-1.1642542398909717e-14,,,,,,,,129.0,129.0,0.0,4.566231372591954e-06,128.99999543376862,129.00000554683015,-5.546830152525217e-06,0.0003366170800798929,128.99966338291992,-0.0003421639102327845,1.0,0.0,129.0,128.9995957771127,-1.755940036218817e-05,128.9995957771127,129.0,,128.99961333651305,,128.9995957771127,,0.0004042228873234318,,-1.755940036218817e-05,
2017-06-01,126.25,126.25,,,126.25,,,126.25,126.25,,126.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,126.25,,129.24970316068772,,129.24976761571912,-2.99976761571913,,6.44550314063963e-05,126.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.25,129.24999999999997,-2.9999999999999716,,-2.999999999999976,129.24999999999997,129.25,-3.0,,-3.000029449930154,129.25002944993017,2.9449930167402272e-05,1.0,0.0,126.25,129.249986565018,-2.9999865650179913,-2.9999134730819494,129.24991347308196,129.2499764493713,-2.999976449371303,,-2.99976761571913,129.24976761571912,129.24970316068772,6.44550314063963e-05,-2.99976761571913,129.24976761571912,129.24970316068772,6.44550314063963e-05,-2.999767615719122,7.993605777301127e-15,,,,,,,,126.25,129.24999999999997,-2.9999999999999716,-2.9999954337686026,129.2499954337686,129.25001542235898,-3.0000154223589846,-2.999814705659227,129.24981470565922,-0.00020071669976573503,1.0,0.0,126.25,129.24976761571912,6.44550314063963e-05,129.24976761571912,126.25,,129.24970316068772,,129.24976761571912,,-2.99976761571913,,6.44550314063963e-05,
